transparent mesh count, total frame render time, shadow mapping time, geometry draw time, combination draw time
867,2.059264,1.468416,0.553984,2.0224
868,2.069504,1.458176,0.576512,2.034688
869,1.977344,1.368064,0.572416,1.94048
870,2.045952,1.350656,0.658432,2.009088
871,2.067456,1.35168,0.679936,2.031616
872,1.96608,1.385472,0.544768,1.93024
873,1.9456,1.332224,0.577536,1.90976
874,2.203648,1.606656,0.560128,2.166784
875,2.038784,1.43872,0.565248,2.003968
876,2.233344,1.421312,0.776192,2.197504
877,1.936384,1.340416,0.559104,1.89952
878,1.977344,1.358848,0.581632,1.94048
879,1.92512,1.328128,0.556032,1.88416
880,2.091008,1.468416,0.584704,2.05312
881,1.903616,1.321984,0.544768,1.866752
882,2.069504,1.447936,0.586752,2.034688
883,1.917952,1.324032,0.550912,1.874944
884,2.210816,1.594368,0.580608,2.174976
885,1.865728,1.263616,0.560128,1.823744
886,2.366464,1.568768,0.761856,2.330624
887,1.987584,1.349632,0.600064,1.949696
888,3.636224,3.023872,0.576512,3.600384
889,2.276352,1.641472,0.59904,2.240512
890,1.939456,1.348608,0.555008,1.903616
891,2.332672,1.6384,0.658432,2.296832
892,1.987584,1.374208,0.575488,1.949696
893,2.197504,1.415168,0.744448,2.159616
894,1.96608,1.368064,0.561152,1.929216
895,1.933312,1.342464,0.556032,1.898496
896,2.320384,1.472512,0.805888,2.2784
897,2.190336,1.3824,0.766976,2.149376
898,1.942528,1.354752,0.55296,1.907712
899,2.296832,1.496064,0.764928,2.260992
900,2.003968,1.380352,0.5888,1.969152
901,1.995776,1.311744,0.647168,1.958912
902,2.091008,1.470464,0.584704,2.055168
903,1.98656,1.337344,0.613376,1.95072
904,1.987584,1.348608,0.603136,1.951744
905,2.081792,1.481728,0.5632,2.044928
906,2.347008,1.511424,0.79872,2.310144
907,1.94048,1.342464,0.561152,1.903616
908,2.356224,1.522688,0.797696,2.320384
909,1.932288,1.338368,0.55808,1.896448
910,2.253824,1.43872,0.779264,2.217984
911,1.922048,1.324032,0.561152,1.885184
912,3.418112,2.864128,0.518144,3.382272
913,2.051072,1.364992,0.642048,2.00704
914,2.274304,1.481728,0.754688,2.236416
915,2.075648,1.329152,0.71168,2.040832
916,2.18112,1.357824,0.786432,2.144256
917,1.93024,1.338368,0.557056,1.895424
918,2.192384,1.360896,0.795648,2.156544
919,2.035712,1.43872,0.561152,1.999872
920,3.78368,1.376256,2.37056,3.746816
921,2.208768,1.594368,0.576512,2.17088
922,1.965056,1.37216,0.555008,1.927168
923,2.126848,1.420288,0.669696,2.089984
924,2.153472,1.380352,0.738304,2.118656
925,1.97632,1.381376,0.557056,1.938432
926,1.994752,1.380352,0.57856,1.958912
927,2.04288,1.446912,0.560128,2.00704
928,1.954816,1.348608,0.570368,1.918976
929,2.290688,1.460224,0.787456,2.24768
930,1.983488,1.373184,0.575488,1.948672
931,2.297856,1.611776,0.649216,2.260992
932,1.969152,1.362944,0.56832,1.931264
933,2.141184,1.468416,0.636928,2.105344
934,1.978368,1.353728,0.589824,1.943552
935,2.169856,1.563648,0.569344,2.132992
936,1.948672,1.339392,0.572416,1.911808
937,2.265088,1.453056,0.776192,2.229248
938,1.923072,1.332224,0.555008,1.887232
939,2.065408,1.451008,0.579584,2.030592
940,1.934336,1.34144,0.557056,1.898496
941,1.974272,1.357824,0.579584,1.937408
942,2.254848,1.480704,0.738304,2.219008
943,2.0224,1.35168,0.63488,1.98656
944,1.94048,1.349632,0.555008,1.90464
945,1.972224,1.338368,0.598016,1.936384
946,2.2016,1.601536,0.5632,2.164736
947,1.910784,1.296384,0.57856,1.874944
948,1.897472,1.28,0.575488,1.855488
949,1.941504,1.339392,0.565248,1.90464
950,2.19136,1.568768,0.584704,2.153472
951,1.926144,1.328128,0.561152,1.88928
952,1.975296,1.3568,0.582656,1.939456
953,1.979392,1.350656,0.587776,1.938432
954,2.024448,1.429504,0.557056,1.98656
955,2.12992,1.36192,0.731136,2.093056
956,1.926144,1.339392,0.549888,1.88928
957,2.33472,1.531904,0.765952,2.297856
958,1.93536,1.338368,0.562176,1.900544
959,2.343936,1.629184,0.679936,2.30912
960,1.938432,1.34144,0.561152,1.902592
961,2.106368,1.498112,0.56832,2.066432
962,2.18624,1.560576,0.5888,2.149376
963,2.048,1.330176,0.68096,2.011136
964,1.997824,1.388544,0.57344,1.961984
965,2.172928,1.375232,0.761856,2.137088
966,1.998848,1.376256,0.585728,1.961984
967,4.043776,3.438592,0.56832,4.006912
968,3.417088,2.879488,0.500736,3.380224
969,1.985536,1.371136,0.576512,1.947648
970,2.130944,1.526784,0.567296,2.09408
971,2.272256,1.426432,0.809984,2.236416
972,1.928192,1.339392,0.55296,1.892352
973,2.340864,1.511424,0.792576,2.304
974,1.921024,1.330176,0.553984,1.88416
975,2.122752,1.494016,0.591872,2.085888
976,3.386368,2.834432,0.516096,3.350528
977,1.891328,1.291264,0.562176,1.85344
978,2.116608,1.496064,0.582656,2.07872
979,2.075648,1.334272,0.704512,2.038784
980,2.00192,1.37216,0.59392,1.96608
